🕘️更新时间,#genre#
纯享4K (2160p),http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8$订阅源
继续教育 (576p),http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8$订阅源
罗山电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/11521-1.m3u8$订阅源
置业 (576p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8$订阅源
耀才财经 (288p),http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8$订阅源
肃州电视台 (1080p),http://117.156.28.119/270000001111/1110000123/index.m3u8$订阅源
芜湖公共 (576p),http://live1.wuhubtv.com/channel3/sd/live.m3u8$订阅源
芜湖新闻综合 (576p),http://live1.wuhubtv.com/channel1/sd/live.m3u8$订阅源
芜湖生活 (576p),http://live1.wuhubtv.com/channel2/sd/live.m3u8$订阅源
荣昌综合 (404p) [Not 24/7],http://183.64.181.25:40023/rongchang01.m3u8$订阅源
莒縣圖文頻道 (720p),http://61.162.225.122:8181/live/test3.m3u8$订阅源
莒縣電視一套 (576p),http://61.162.225.122:8181/live/test1.m3u8$订阅源
莒縣電視二套 (576p) [Not 24/7],http://61.162.225.122:8181/live/test2.m3u8$订阅源
萍鄉公共頻道 (1080p) [Not 24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv3stream.m3u8$订阅源
萍鄉教育頻道 (480p),http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8$订阅源
萍鄉新聞綜合 (576p) [Not 24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8$订阅源
萧山新闻综合 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8$订阅源
蓬安新闻综合 (720p) [Not 24/7],http://palive.patv123.com:8091/live/xwpd_800K.m3u8$订阅源
蕪湖教育頻道 (576p),http://live1.wuhubtv.com/channel4/sd/live.m3u8$订阅源
蕭山生活頻道 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8$订阅源
西安丝路 (404p) [Not 24/7],http://stream2.xiancity.cn/xatv5/playlist.m3u8$订阅源
西安乐购购物 (180p) [Not 24/7],http://stream2.xiancity.cn/xatv6/playlist.m3u8$订阅源
西安商务资讯 (180p) [Not 24/7],http://stream2.xiancity.cn/xatv3/playlist.m3u8$订阅源
西安影视 (180p) [Not 24/7],http://stream2.xiancity.cn/xatv4/playlist.m3u8$订阅源
西安新闻 (1080p) [Not 24/7],http://stream2.xiancity.cn/xatv1/playlist.m3u8$订阅源
西安白鸽 (180p) [Not 24/7],http://stream2.xiancity.cn/xatv2/playlist.m3u8$订阅源
西藏卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8$订阅源
西藏卫视 (576p),http://117.169.120.140:8080/live/xizangstv/.m3u8$订阅源
西藏卫视 (576p),http://183.207.249.16/PLTV/3/224/3221225523/index.m3u8$订阅源
贵州卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$订阅源
贵州卫视 (576p),http://183.207.248.71/gitv/live1/G_GUIZHOU/G_GUIZHOU$订阅源
贵州卫视 (576p),http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8$订阅源
贵州卫视 (360p),http://125.210.152.18:9090/live/GZWSHD_H265.m3u8$订阅源
辛集新聞頻道 (480p) [Not 24/7],http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8$订阅源
辛集生活頻道 (480p) [Not 24/7],http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8$订阅源
辽宁卫视 (1080p),http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8$订阅源
辽宁卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8$订阅源
辽宁卫视 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8$订阅源
辽宁卫视 (1080p),http://112.25.48.68/live/program/live/lnwshd/4000000/mnf.m3u8$订阅源
辽宁卫视 (1080p),http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8$订阅源
辽宁卫视 (720p),http://125.210.152.18:9090/live/LNWSHD_H265.m3u8$订阅源
辽宁卫视 (576p),http://183.207.248.71/cntv/live1/liaoningstv/liaoningstv$订阅源
辽宁卫视 (576p),http://183.207.249.12/PLTV/4/224/3221225802/index.m3u8$订阅源
辽宁卫视 (576p),http://183.207.249.71/PLTV/3/224/3221225566/index.m3u8$订阅源
辽源新闻综合 [Geo-blocked],https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8$订阅源
通化新闻 [Geo-blocked],https://stream2.jlntv.cn/tonghua1/sd/live.m3u8$订阅源
邗江资讯 (576p),http://223.110.245.139/PLTV/4/224/3221227154/index.m3u8$订阅源
邢台城生,http://222.223.119.21:8888/newlive/live/hls/55/live.m3u8$订阅源
邢台综合,http://222.223.119.21:8888/newlive/live/hls/54/live.m3u8$订阅源
酒泉新闻综合 (576p),http://117.156.28.119/270000001111/1110000001/index.m3u8$订阅源
重庆卫视 (1080p),http://118.81.195.79:9003/hls/22/index.m3u8$订阅源
金昌公共頻道 (240p) [Geo-blocked],http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8$订阅源
金昌綜合頻道 (720p) [Geo-blocked],http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8$订阅源
金鹰卡通,http://223.110.241.149:6610/gitv/live1/G_JINYING/G_JINYING/1.m3u8$订阅源
金鹰卡通,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221226303/index.m3u8$订阅源
金鹰卡通,http://112.25.48.68/live/program/live/jykt/1300000/mnf.m3u8$订阅源
长乐综合 [Geo-blocked],http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8$订阅源
长春综合 [Geo-blocked],https://stream2.jlntv.cn/jlcc/sd/live.m3u8$订阅源
长沙地铁移动 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8$订阅源
长沙女性 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8$订阅源
长沙政法 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8$订阅源
长沙新闻 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8$订阅源
长沙经贸 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8$订阅源
长沙购物 [Geo-blocked],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_354.m3u8$订阅源
陕西卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8$订阅源
陕西卫视 (576p),http://223.110.245.139/PLTV/4/224/3221227022/index.m3u8$订阅源
陕西卫视 (540p),http://112.25.48.68/live/program/live/sxws/1300000/mnf.m3u8$订阅源
隨州綜合 (720p) [Not 24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8$订阅源
隨州農村 (720p) [Not 24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8$订阅源
集安综合 [Geo-blocked],https://stream2.jlntv.cn/ja/sd/live.m3u8$订阅源
霸州公共頻道 (576p) [Not 24/7],http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8$订阅源
霸州少兒頻道 (576p) [Not 24/7],http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8$订阅源
青海卫视 (1080p),http://live.geermurmt.com/qhws/sd/live.m3u8$订阅源
青海卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8$订阅源
青海卫视 (540p),http://112.25.48.68/live/program/live/qhws/1300000/mnf.m3u8$订阅源
靖江新闻綜合 (480p) [Not 24/7],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8$订阅源
静宁综合 (1080p),http://117.156.28.119/270000001111/1110000147/index.m3u8$订阅源
风尚购物 (1080p),http://183.207.248.71/cntv/live1/fengshanggw/fengshanggw$订阅源
餘姚姚江文化 (576p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8$订阅源
高台电视台 (1080p),http://117.156.28.119/270000001111/1110000146/index.m3u8$订阅源
高清电影 (1080p),http://39.134.19.76/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8$订阅源
鹤壁新闻综合 (480p) [Not 24/7],http://pili-live-hls.hebitv.com/hebi/hebi.m3u8$订阅源
鹤峰综合 [Geo-blocked],http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8$订阅源
鹿泉一套 (576p) [Not 24/7],http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8$订阅源
鹿泉二套 (576p) [Not 24/7],http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8$订阅源
黑龙卫视 (1080p),http://223.110.243.169/PLTV/3/224/3221227252/index.m3u8$订阅源
黑龙卫视 (1080p),http://223.110.245.139/PLTV/4/224/3221227492/index.m3u8$订阅源
黑龙卫视 (1080p),http://223.110.245.170/PLTV/3/224/3221227252/index.m3u8$订阅源
黑龙卫视 (720p),http://125.210.152.18:9090/live/HLJWSHD_H265.m3u8$订阅源
黑龙江 (1080p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8$订阅源
黑龙江 (576p),http://183.207.248.71/gitv/live1/G_HEILONGJIANG/G_HEILONGJIANG$订阅源
黑龙江卫 (1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-heilongjiangstv/HD-2500k-1080P-heilongjiangstv$订阅源
黑龙江卫视 (2160p),http://118.81.195.79:9003/hls/31/index.m3u8$订阅源

🈳无结果频道,#genre#
VTV1,url
VTV2,url
VTV3,url
VTV4,url
VTV5,url
VTV6,url
VTV7,url
VTV8,url
VTV9,url
VTV10,url
HTV7,url
HTV9,url
THVL1,url
THVL2,url
CCTV-6,url
CCTV News,url
CGTN,url
Dragon TV,url
Hunan TV,url
Jiangsu TV,url
Zhejiang TV,url
Phoenix TV,url
CNN,url
BBC World,url
Discovery,url
National Geographic,url
HBO,url
Star Movies,url
TV5Monde,url
France 24,url
DW,url
Euronews,url
